text,status
entwine all tickets that are delete,deleted
entomb the delete cases across all sources,deleted
amass all delete tickets,deleted
collate the data for satisfactorily delete tickets.,deleted
underline all tickets that are delete,deleted
filter all tickets that are delete,deleted
compile the delete tickets from all departments,deleted
reclaim the delete cases across all sources,deleted
classify all tickets with delete status,deleted
structure all tickets that are delete,deleted
snag all tickets that are delete,deleted
sustain all tickets that are delete,deleted
reduce all tickets with delete status,deleted
surround the delete incidents from all sources,deleted
heal all tickets that are delete,deleted
shift all tickets that are delete,deleted
extract the tickets with a status indicating that they have been successfully delete,deleted
return all the tickets that have been properly handled and marked as delete,deleted
access the data for tickets that have had their issues adequately addressed and marked as delete,deleted
codify the delete issues from archives,deleted
collect the tickets with a status indicating that they have been successfully delete,deleted
merge all delete tickets,deleted
substantiate all tickets that are delete,deleted
merge the delete tickets from all teams,deleted
collect the data for all the tickets that have been effectively delete across all projects,deleted
round up the delete cases from archives,deleted
screen all tickets with delete status,deleted
generate a report of all the tickets that have been successfully delete,deleted
collect all tickets that are delete,deleted
return the records of satisfactorily delete tickets,deleted
unveil the list of delete tickets from systems,deleted
shrink all tickets that are delete,deleted
compile all tickets with delete status,deleted
heap all tickets that are delete,deleted
fix all tickets that are delete,deleted
amass all tickets with delete status,deleted
jot all tickets that are delete,deleted
italize all tickets with delete status,deleted
tabulate all tickets that are delete,deleted
summon the satisfactorily delete tickets in logs,deleted
locate the delete tickets from the system for reporting purposes,deleted
infer the satisfactorily delete incidents to stores,deleted
systematize all delete tickets,deleted
compose all delete tickets,deleted
retain all tickets with delete status,deleted
check meticulously all tickets with delete status,deleted
authenticate all delete tickets,deleted
index all tickets that are delete,deleted
unite the satisfactorily delete incidents to stores,deleted
retrieve the data for delete issues,deleted
lift all tickets with delete status,deleted
consolidate all delete tickets,deleted
